radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,410,8840,41733647,0,-86.7354,36.2672,8495,35,1,1366158017,1762349102,0
GSM,310,260,31402,5782,0,-86.4338,35.8342,1858,5,1,1377792517,1768540761,0
LTE,310,410,8195,39250952,0,-86.5212,36.7167,2386,27,1,1393904641,1786566061,0
LTE,310,410,8834,41832456,0,-87.306,36.625,6904,27,1,1401568157,1773936371,0
LTE,310,410,9101,42243337,0,-85.171,35.0277,1285,50,1,1411773494,1787513525,0
LTE,310,410,8849,41954064,0,-85.5387,35.3476,16419,50,1,1413220243,1748327799,0
LTE,310,260,43777,6388481,0,-86.7396,36.071,7805,32,1,1413613052,1767454503,0
LTE,310,410,8195,39251977,0,-86.4408,36.8917,6209,27,1,1414539905,1785412621,0
LTE,310,260,43777,6382337,0,-86.8226,36.1597,1899,30,1,1415870548,1767442805,0
LTE,310,410,9101,42243336,0,-85.1511,35.0457,14939,50,1,1423176263,1787513526,0
LTE,310,410,8836,41857295,0,-87.1517,36.0509,20445,38,1,1426435149,1752558142,0
LTE,310,410,8834,41790472,0,-87.3617,36.6538,7229,30,1,1428622289,1773936845,0
LTE,310,410,8849,42242575,0,-85.3602,35.3942,5284,51,1,1429280701,1747012404,0
LTE,310,410,9101,42265352,0,-85.1516,35.0367,15602,32,1,1429481072,1787513525,0
LTE,310,410,8834,41764874,0,-87.2885,36.6058,6408,14,1,1429973238,1782917461,0
LTE,310,410,8832,41781519,0,-86.9071,35.5558,810,50,1,1430792167,1756422182,0
LTE,310,410,8832,41840399,0,-86.8828,35.4443,2646,27,1,1430792167,1770128162,0
LTE,310,410,8838,41749257,0,-86.6689,36.1349,2856,50,1,1431374834,1772487488,0
LTE,310,410,8838,41766410,0,-86.6768,36.1126,7200,50,1,1431374834,1753355404,0
LTE,310,260,43777,6381059,0,-86.8174,36.1532,2670,50,1,1432775638,1759956183,0
LTE,310,260,43777,6381826,0,-86.7765,36.1225,3896,28,1,1432775639,1767478143,0
LTE,310,260,43777,6379521,0,-86.7688,36.1081,1336,27,1,1432775639,1767478143,0
LTE,310,260,43777,6868227,0,-86.5928,36.1692,9029,33,1,1432775643,1788291485,0
LTE,310,260,43777,6996481,0,-86.6233,36.1588,5658,30,1,1432775650,1788291485,0
LTE,310,410,8704,41239306,0,-88.862,35.6664,9517,27,1,1433803256,1746846303,0
LTE,310,410,8704,41332744,0,-88.7767,35.6821,19667,40,1,1433803261,1746846305,0
LTE,310,410,8834,41778696,0,-87.4513,36.6889,4863,8,1,1434334856,1782916503,0
LTE,310,410,9101,42275345,0,-85.2549,35.1247,2514,23,1,1441504419,1747001883,0
LTE,310,260,43777,6381057,0,-86.7936,36.1817,6065,26,1,1442542448,1767442805,0
LTE,310,260,43777,6382338,0,-86.8186,36.15,2312,41,1,1442542448,1759890422,0
LTE,310,260,44029,7911435,0,-86.8808,35.4169,12816,29,1,1442542449,1773965942,0
LTE,310,260,44029,7596044,0,-86.8951,35.5099,9259,27,1,1442542449,1773965943,0
LTE,310,260,44029,7911437,0,-86.8833,35.3744,2272,27,1,1442542449,1773965942,0
LTE,310,260,43777,6379523,0,-86.7639,36.0989,4138,31,1,1442542448,1767478143,0
LTE,310,260,44029,7299853,0,-86.8894,35.2802,2409,29,1,1442542450,1773988383,0
LTE,310,260,43777,6382083,0,-86.8192,36.1414,500,50,1,1442542448,1759890421,0
LTE,310,260,44029,7085067,0,-86.8785,35.1556,3632,50,1,1442542451,1773988383,0
LTE,310,260,44029,7596045,0,-86.8949,35.5086,15543,50,1,1442542449,1773965943,0
LTE,310,260,44029,7299851,0,-86.8821,35.3156,9667,30,1,1442542450,1773988382,0
LTE,310,260,43777,6868994,0,-86.7169,36.3482,1586,38,1,1442542450,1766424122,0
LTE,310,260,44029,7085068,0,-86.8805,35.1145,6712,40,1,1442716531,1773988383,0
LTE,310,260,43777,6386178,0,-86.7714,36.2112,7812,27,1,1442716555,1768402682,0
LTE,310,260,43777,6871809,0,-86.7047,36.3074,870,29,1,1442716555,1768402682,0
LTE,310,260,43777,6386177,0,-86.7713,36.2317,19992,34,1,1442716555,1768402682,0
LTE,310,410,8846,41763600,0,-87.2157,35.9658,13409,27,1,1443638277,1746858512,0
LTE,310,410,8195,39260680,0,-86.3843,36.9893,1304,50,1,1443643990,1786567261,0
LTE,310,410,8195,39251208,0,-86.3205,37.0121,1616,27,1,1443644230,1786567501,0
LTE,310,260,43777,6383619,0,-86.7038,36.143,7415,35,1,1448755995,1753355403,0
LTE,310,410,8846,41848081,0,-87.8366,35.8831,26583,27,1,1452831484,1779922447,0
LTE,310,410,8846,41735695,0,-87.3664,36.0153,23256,50,1,1452831485,1777040882,0
LTE,310,410,8846,41847057,0,-87.4668,35.9881,15349,29,1,1452831485,1746858482,0
LTE,310,410,8846,41774607,0,-87.6938,35.8803,2186,39,1,1452831484,1752558185,0
LTE,310,410,8846,41847824,0,-87.6369,35.8979,26896,27,1,1452831484,1777038730,0
LTE,310,410,8846,41747473,0,-87.6087,35.9197,23503,50,1,1452831484,1774020062,0
GSM,310,260,31402,4491,0,-86.4292,35.8307,1557,10,1,1458625418,1768540761,0
GSM,310,260,31402,6243,0,-86.881,35.3844,3983,8,1,1458625419,1769842051,0
GSM,310,260,31402,6242,0,-86.8777,35.3954,6247,15,1,1458625419,1785126533,0
GSM,310,260,31403,11101,0,-87.4933,36.8649,2386,7,1,1458625422,1757624581,0
LTE,310,410,8832,41756689,0,-86.8801,35.4308,4737,27,1,1458628792,1770128161,0
LTE,310,410,8832,41841168,0,-86.8877,35.0998,5726,27,1,1458628794,1770160321,0
LTE,310,410,8833,41784074,0,-86.7644,36.0492,5255,27,1,1458628796,1756422188,0
LTE,310,410,8832,41771784,0,-86.8722,35.7425,4656,29,1,1458628793,1770126721,0
LTE,310,410,8832,41840406,0,-86.8751,35.4125,11007,29,1,1458628794,1756422136,0
LTE,310,410,8833,41749769,0,-86.8048,35.9665,7201,27,1,1458628795,1770126002,0
LTE,310,410,8833,41749768,0,-86.8009,35.9857,5991,27,1,1458628795,1770125941,0
LTE,310,410,8834,41745929,0,-87.2173,36.5222,2916,27,1,1458628798,1782917941,0
LTE,310,410,8834,41760008,0,-87.2422,36.5208,4264,34,1,1458628798,1770121322,0
LTE,310,410,8832,41780241,0,-86.9005,35.0847,8380,27,1,1458628793,1770129781,0
LTE,310,410,8832,41771785,0,-86.8902,35.6667,3455,27,1,1458628793,1770127142,0
LTE,310,410,8832,41840407,0,-86.8818,35.377,5777,50,1,1458628794,1756422136,0
LTE,310,410,8832,41840400,0,-86.8801,35.3505,10637,50,1,1458628794,1756422135,0
LTE,310,410,8833,41729801,0,-86.6216,36.0161,1435,27,1,1458628795,1782921602,0
LTE,310,410,8833,41777936,0,-86.7919,35.9973,8148,50,1,1458628796,1770125821,0
LTE,310,410,8834,41745930,0,-87.2518,36.5587,3093,11,1,1441240002,1782917641,0
LTE,310,410,8834,41745928,0,-87.2416,36.5468,27436,27,1,1458628798,1782917761,0
LTE,310,410,8834,41764873,0,-87.2599,36.573,2052,27,1,1458628798,1782917581,0
LTE,310,410,8834,41785865,0,-87.3822,36.5553,7534,15,1,1458628799,1777044541,0
LTE,310,410,8834,41838103,0,-87.4178,36.5945,1000,3,1,1458628800,1774027802,0
LTE,310,410,8833,41753617,0,-86.7778,36.0463,12982,27,1,1458628796,1753355402,0
LTE,310,410,8834,41756938,0,-87.3564,36.5306,2642,3,1,1429269421,1777044901,0
LTE,310,410,8834,41786902,0,-87.3847,36.5509,1211,11,1,1458628799,1774027441,0
LTE,310,410,8834,41778455,0,-87.4258,36.6057,6076,4,1,1446909816,1774028041,0
LTE,310,410,8834,41788680,0,-87.2869,36.5986,10059,27,1,1458628799,1773936361,0
LTE,310,410,8834,43110922,0,-87.458,36.7043,5053,27,1,1458628801,1782914521,0
LTE,310,410,8832,41757712,0,-86.8812,35.352,3110,50,1,1458628792,1756422135,0
LTE,310,410,8833,41761800,0,-86.8095,35.961,8654,27,1,1458628796,1770126002,0
LTE,310,410,8834,41786903,0,-87.3924,36.5508,1765,50,1,1458628799,1774027441,0
LTE,310,410,8834,41797129,0,-87.3667,36.5163,3997,27,1,1458628799,1779922814,0
LTE,310,410,8834,41873943,0,-87.4102,36.5746,3143,20,1,1458628800,1774027621,0
LTE,310,410,8834,41831446,0,-87.4011,36.5739,3825,27,1,1458628800,1774027561,0
LTE,310,410,8833,41755145,0,-86.7838,36.0303,5993,28,1,1458628796,1770125762,0
LTE,310,410,8834,41832458,0,-87.3429,36.646,1642,4,1,1446584529,1773936542,0
LTE,310,410,8834,41833481,0,-87.3489,36.4813,12109,27,1,1458628800,1779922501,0
LTE,310,410,8835,41913624,0,-85.7843,36.1352,11304,50,1,1458628804,1770791156,0
LTE,310,410,8837,41786641,0,-86.3394,35.7439,22340,27,1,1458628807,1786558681,0
LTE,310,410,8837,41839881,0,-86.2548,35.6423,6225,27,1,1458628809,1785402661,0
LTE,310,410,8837,41839882,0,-86.2413,35.6092,2680,27,1,1458628809,1785402782,0
LTE,310,410,8834,41797143,0,-87.3666,36.5134,2510,14,1,1458628799,1774026661,0
LTE,310,410,8834,41840136,0,-87.4135,36.6627,3954,50,1,1458628800,1773936841,0
LTE,310,410,8836,41815567,0,-86.9387,36.1618,6656,30,1,1458628806,1761413702,0
LTE,310,410,8836,41835279,0,-87.0027,36.0759,18258,25,1,1458628806,1752558141,0
LTE,310,410,8837,41935114,0,-86.0728,35.4824,17721,50,1,1458628809,1773843781,0
LTE,310,410,8837,41934865,0,-86.2077,35.5607,8187,27,1,1458628809,1746858498,0
LTE,310,410,8836,41835280,0,-86.9981,36.0764,6553,50,1,1458628806,1752558140,0
LTE,310,410,8836,41770256,0,-87.017,36.0771,2417,50,1,1458628806,1752558141,0
LTE,310,410,8837,41834505,0,-86.4337,35.8442,7289,26,1,1458628808,1786559281,0
LTE,310,410,8837,41942282,0,-86.2391,35.6002,4151,38,1,1458628809,1746858497,0
LTE,310,410,8838,41732616,0,-86.7961,36.1503,3112,39,1,1458628811,1771888807,0
LTE,310,410,8837,41786376,0,-86.4358,35.8495,7029,27,1,1458628807,1786559281,0
LTE,310,410,8837,41935113,0,-86.047,35.4514,12996,27,1,1458628809,1773844081,0
LTE,310,410,8838,41728776,0,-86.7829,36.1385,9997,27,1,1458628811,1759874101,0
LTE,310,410,8838,41736202,0,-86.7077,36.1336,2349,4,1,1445967611,1753355402,0
LTE,310,410,8838,41739273,0,-86.697,36.0809,2089,50,1,1458628811,1770124621,0
LTE,310,410,8838,41732618,0,-86.8025,36.1525,1000,19,1,1434008590,1772408043,0
LTE,310,410,8837,41786377,0,-86.4262,35.8407,7499,27,1,1458628807,1786559281,0
LTE,310,410,8837,41786378,0,-86.429,35.8412,1328,18,1,1456289004,1786559222,0
LTE,310,410,8837,41787656,0,-86.4176,35.8318,1571,27,1,1458628808,1786559161,0
LTE,310,410,8837,41762575,0,-86.2648,35.6561,2305,50,1,1458628807,1746858496,0
LTE,310,410,8837,41762577,0,-86.2882,35.6801,5956,50,1,1458628807,1746858496,0
LTE,310,410,8837,41786640,0,-86.2963,35.6917,7484,28,1,1458628807,1773930601,0
LTE,310,410,8837,41834504,0,-86.4457,35.8585,8618,27,1,1458628808,1786559341,0
LTE,310,410,8838,41732631,0,-86.7997,36.1459,1000,23,1,1446994500,1761413708,0
LTE,310,410,8837,41754121,0,-86.4108,35.8547,2920,50,1,1458628807,1773841981,0
LTE,310,410,8837,41734153,0,-86.3968,35.8119,3457,50,1,1458628807,1786559161,0
LTE,310,410,8837,41839880,0,-86.2582,35.6471,7209,29,1,1458628809,1785402841,0
LTE,310,410,8837,41833224,0,-86.3787,35.7911,9063,50,1,1458628808,1773931081,0
LTE,310,410,8837,41833225,0,-86.3575,35.7666,2648,27,1,1458628808,1786558871,0
LTE,310,410,8838,41739272,0,-86.7052,36.0915,3258,27,1,1458628811,1770124621,0
LTE,310,410,8838,41736200,0,-86.6844,36.1302,7592,36,1,1458628811,1753355404,0
LTE,310,410,8838,41729288,0,-86.7479,36.1233,5857,50,1,1458628811,1753355402,0
LTE,310,410,8838,41732617,0,-86.8007,36.144,2560,9,1,1447270739,1771888807,0
LTE,310,410,8838,41753352,0,-86.7349,36.1108,2599,27,1,1458628812,1771888804,0
LTE,310,410,8838,41751560,0,-86.7577,36.1554,4223,50,1,1458628812,1773933421,0
LTE,310,410,8838,41739528,0,-86.8205,36.16,9140,34,1,1458628811,1761413704,0
LTE,310,410,8838,41751562,0,-86.7687,36.1583,627,37,1,1458628812,1772487485,0
LTE,310,410,8838,41750793,0,-86.7142,36.1016,6827,28,1,1458628812,1773840601,0
LTE,310,410,8838,41859862,0,-86.7692,36.1661,4755,50,1,1458628813,1772487485,0
LTE,310,410,8839,41953289,0,-85.8727,35.2487,2858,27,1,1458628815,1786556281,0
LTE,310,410,8840,41732105,0,-87.0149,36.3944,8206,29,1,1458628815,1782918901,0
LTE,310,410,8839,42357519,0,-85.7382,35.084,7647,27,1,1458628815,1746858543,0
LTE,310,410,8839,42358033,0,-85.826,35.2197,19686,27,1,1458628815,1746858503,0
LTE,310,410,8840,41732106,0,-87.0716,36.428,8319,28,1,1458628815,1773935281,0
LTE,310,410,8840,41728520,0,-86.7743,36.2262,2766,27,1,1458628815,1786563421,0
LTE,310,410,8840,41735441,0,-86.943,36.1662,7577,32,1,1458628815,1761413702,0
LTE,310,410,8840,41743626,0,-86.857,36.1216,7732,14,1,1458628815,1759964282,0
LTE,310,410,8840,41753098,0,-86.8633,36.1506,1047,26,1,1458628815,1761413704,0
LTE,310,410,8840,41864208,0,-86.8736,36.2785,2412,7,1,1458628816,1757211181,0
LTE,310,410,8840,41864463,0,-86.8645,36.3278,8568,50,1,1458628816,1762948507,0
LTE,310,410,8846,41757450,0,-87.4759,36.8245,2027,12,1,1441463381,1782913741,0
LTE,310,410,8846,41802505,0,-87.3748,36.4447,2851,14,1,1458628818,1779922501,0
LTE,310,410,8846,41796616,0,-87.4678,36.7489,4174,27,1,1458628818,1782914281,0
LTE,310,410,8837,41936136,0,-86.0875,35.4939,11649,30,1,1458628809,1782924241,0
LTE,310,410,8838,41739274,0,-86.7084,36.096,8039,50,1,1458628811,1770124621,0
LTE,310,410,8838,41751816,0,-86.8043,36.1729,5667,27,1,1458628812,1761413704,0
LTE,310,410,8838,41750792,0,-86.7228,36.1166,995,27,1,1458628812,1773840481,0
LTE,310,410,8838,41751050,0,-86.8201,36.1357,4965,50,1,1458628812,1759890421,0
LTE,310,410,8838,41859863,0,-86.7677,36.1523,2042,12,1,1458628813,1756422189,0
LTE,310,410,8838,41861641,0,-86.7923,36.1716,6855,28,1,1458628813,1761413704,0
LTE,310,410,8838,41888264,0,-86.7708,36.1083,10028,50,1,1458628814,1756422188,0
LTE,310,410,8839,42351887,0,-85.6616,35.0322,18819,27,1,1458628815,1773926701,0
LTE,310,410,8840,41731345,0,-86.8701,36.3271,11264,50,1,1458628815,1762948507,0
LTE,310,410,8839,42357520,0,-85.772,35.1391,8935,27,1,1458628815,1782926695,0
LTE,310,410,8840,41846033,0,-86.9623,36.3654,10267,27,1,1458628816,1782918781,0
LTE,310,410,8840,41764113,0,-86.7555,36.198,2913,15,1,1458628815,1773839881,0
LTE,310,410,8846,41752330,0,-87.4682,37.0787,8443,24,1,1458628817,1782912661,0
LTE,310,410,8846,41749001,0,-87.371,36.3568,12778,14,1,1458628817,1779922501,0
LTE,310,410,8838,41741321,0,-86.7227,36.1318,5523,50,1,1458628811,1773840421,0
LTE,310,410,8838,41860872,0,-86.8183,36.1603,8970,29,1,1458628813,1761413704,0
LTE,310,410,8838,41888266,0,-86.7683,36.0999,9144,50,1,1458628814,1756422188,0
LTE,310,410,8839,42241807,0,-85.7272,35.0696,3477,27,1,1458628815,1786555201,0
LTE,310,410,8840,41846031,0,-86.8936,36.3326,9093,50,1,1458628816,1762948507,0
LTE,310,410,8840,41753096,0,-86.854,36.1513,5642,30,1,1458628815,1761413704,0
LTE,310,410,8840,41865232,0,-86.8625,36.3448,5987,50,1,1458628816,1762948507,0
LTE,310,410,8846,41747727,0,-88.1091,36.077,20641,50,1,1458628817,1773949861,0
LTE,310,410,8846,41766929,0,-88.1414,35.8176,17545,27,1,1458628818,1746846363,0
LTE,310,410,8846,41867017,0,-87.4713,36.8362,9908,29,1,1458628819,1782913681,0
LTE,310,410,8838,41739529,0,-86.8216,36.1507,4619,50,1,1458628811,1759890421,0
LTE,310,410,8838,41750794,0,-86.7174,36.1055,6708,27,1,1458628812,1773840541,0
LTE,310,410,8838,41859848,0,-86.7712,36.1739,4018,27,1,1458628813,1772487485,0
LTE,310,410,8839,41953546,0,-85.8665,35.2474,3669,28,1,1458628815,1786556401,0
LTE,310,410,8840,41728521,0,-86.7755,36.2073,2136,27,1,1458628815,1786563301,0
LTE,310,410,8846,41757449,0,-87.4737,36.7813,7210,27,1,1458628817,1782914221,0
LTE,310,410,8846,41796617,0,-87.4554,36.7046,3593,27,1,1458628818,1782915062,0
LTE,310,410,8846,41858577,0,-87.2018,35.9465,2916,50,1,1458628819,1746858485,0
LTE,310,410,8847,41832200,0,-87.1824,36.5,2403,29,1,1458628821,1782918065,0
LTE,310,410,8838,41751818,0,-86.8166,36.1653,6862,28,1,1458628812,1761413704,0
LTE,310,410,8838,41751048,0,-86.8229,36.1432,4535,50,1,1458628812,1759890421,0
LTE,310,410,8838,41860874,0,-86.8411,36.1535,2917,27,1,1458628813,1761413704,0
LTE,310,410,8838,41886729,0,-86.8039,36.1554,3004,50,1,1458628814,1771888807,0
LTE,310,410,8838,41890832,0,-86.7096,36.1395,3705,50,1,1458628814,1753355403,0
LTE,310,410,8839,42358032,0,-85.8217,35.206,9028,46,1,1458628815,1746858504,0
LTE,310,410,8840,41734408,0,-86.8105,36.1124,3993,34,1,1458628815,1759890421,0
LTE,310,410,8839,41953290,0,-85.9069,35.303,6878,27,1,1458628815,1786556581,0
LTE,310,410,8839,41953551,0,-85.8897,35.3124,21350,50,1,1458628815,1746858502,0
LTE,310,410,8846,41747728,0,-88.1085,36.0264,19242,50,1,1458628817,1773950281,0
LTE,310,410,8846,41758480,0,-87.8879,35.869,21725,28,1,1458628817,1779922813,0
LTE,310,410,8846,41745416,0,-87.4729,36.8808,5765,27,1,1458628817,1782913442,0
LTE,310,410,8846,41867016,0,-87.4668,36.8542,7924,29,1,1458628819,1782913561,0
LTE,310,410,8846,41959953,0,-88.1075,35.9769,7504,24,1,1458628819,1773950401,0
LTE,310,410,8847,41812241,0,-87.1299,36.3146,1000,10,1,1458628821,1752532861,0
LTE,310,410,8838,41741322,0,-86.7314,36.1408,7966,50,1,1458628811,1773840361,0
LTE,310,410,8838,41861640,0,-86.798,36.1716,7006,32,1,1458628813,1761413704,0
LTE,310,410,8840,41731343,0,-86.8287,36.3102,12308,23,1,1458628815,1762948505,0
LTE,310,410,8840,41864719,0,-86.8307,36.3026,5110,6,1,1458628816,1762948507,0
LTE,310,410,8846,41752329,0,-87.4624,37.0529,6608,27,1,1458628817,1782912841,0
LTE,310,410,8846,41774608,0,-87.7173,35.8776,23408,50,1,1458628818,1752558185,0
LTE,310,410,8846,41802504,0,-87.3664,36.4994,8493,28,1,1458628818,1779922814,0
LTE,310,410,8848,41741578,0,-86.6607,36.3058,10072,42,1,1458628821,1762948509,0
LTE,310,410,8846,41796618,0,-87.5167,36.7599,7316,27,1,1458628818,1773937383,0
LTE,310,410,8846,41832713,0,-87.5285,36.785,7386,27,1,1458628819,1779922502,0
LTE,310,410,8846,43037591,0,-87.4725,36.8224,7339,38,1,1458628820,1782913802,0
LTE,310,410,8848,41741576,0,-86.6492,36.3189,5086,42,1,1458628821,1762948509,0
LTE,310,410,8848,41776392,0,-86.7021,36.3046,21409,29,1,1458628822,1762948504,0
LTE,310,410,8848,43008280,0,-86.7291,36.3014,3088,50,1,1458628824,1756422191,0
LTE,310,410,8848,41850888,0,-86.6052,36.3457,2486,50,1,1458628823,1760806323,0
LTE,310,410,8848,41850890,0,-86.6225,36.33,891,34,1,1452807596,1762948510,0
LTE,310,410,8849,42242576,0,-85.4352,35.26,9005,28,1,1458628825,1754694843,0
LTE,310,410,8852,41766152,0,-86.497,36.3608,2290,27,1,1458628826,1778886242,0
LTE,310,410,8846,41846793,0,-87.3747,36.0736,5062,33,1,1458628819,1779922448,0
LTE,310,410,8846,41966865,0,-88.3296,36.4392,3958,50,1,1458628820,1773947342,0
LTE,310,410,8848,41741577,0,-86.6261,36.3013,3714,50,1,1458628821,1760388843,0
LTE,310,410,8847,41864976,0,-86.9431,36.2026,7083,20,1,1458628821,1760668563,0
LTE,310,410,8848,41728264,0,-86.7057,36.3224,4129,28,1,1458628821,1762948508,0
LTE,310,410,8848,41751306,0,-86.7351,36.3575,7558,50,1,1458628821,1762948507,0
LTE,310,410,8848,41776394,0,-86.7207,36.2924,2088,28,1,1458628822,1762948504,0
LTE,310,410,8848,41850889,0,-86.591,36.332,1903,40,1,1458628823,1762349102,0
LTE,310,410,8852,41743120,0,-86.7133,36.3822,21155,50,1,1458628826,1785408061,0
LTE,310,410,8852,41793039,0,-86.2534,36.5274,3941,49,1,1458628826,1778782983,0
LTE,310,410,8848,41755912,0,-86.5765,36.3233,10964,24,1,1458628822,1760219882,0
LTE,310,410,8848,41755914,0,-86.618,36.3041,2256,26,1,1458628822,1760219882,0
LTE,310,410,8852,41731849,0,-86.666,36.4984,3351,27,1,1458628825,1786565101,0
LTE,310,410,8849,42256913,0,-85.4347,35.263,2068,50,1,1458628825,1754694843,0
LTE,310,410,8852,41742601,0,-86.4632,36.3807,5913,28,1,1458628826,1778886242,0
LTE,310,410,8852,41769752,0,-86.5869,36.6119,10703,27,1,1458628826,1752558134,0
LTE,310,410,8856,41755402,0,-86.8258,35.9188,6739,38,1,1458628831,1756422186,0
LTE,310,410,8848,41751304,0,-86.7152,36.3661,1335,50,1,1458628821,1756422193,0
LTE,310,410,8848,43008279,0,-86.705,36.3044,6364,23,1,1458628824,1785407821,0
LTE,310,410,8849,42256912,0,-85.3978,35.2159,8539,27,1,1458628825,1748327798,0
LTE,310,410,8852,41766154,0,-86.5204,36.3435,1841,27,1,1458628826,1778886242,0
LTE,310,410,8852,41769750,0,-86.574,36.6302,1525,27,1,1458628826,1785409142,0
LTE,310,410,8856,41755400,0,-86.819,35.9321,2238,27,1,1458628831,1770126121,0
LTE,310,410,8848,41751305,0,-86.7214,36.3446,1926,30,1,1458628821,1762948508,0
LTE,310,410,8848,43130897,0,-86.622,36.322,2757,31,1,1458628824,1762349103,0
LTE,310,410,8852,41730575,0,-86.1472,36.184,12783,27,1,1458628825,1779816845,0
LTE,310,410,8852,41845514,0,-86.6211,36.5669,12607,27,1,1458628827,1786565341,0
LTE,310,410,8852,41853968,0,-86.1873,36.188,12350,50,1,1458628829,1757099402,0
LTE,310,410,8856,41786120,0,-86.8659,35.7616,8959,50,1,1458628832,1770126782,0
LTE,310,410,8848,41772815,0,-86.6772,36.3108,5411,50,1,1458628822,1760388841,0
LTE,310,410,8852,41742602,0,-86.4508,36.3886,4812,29,1,1458628826,1778886242,0
LTE,310,410,8849,42257679,0,-85.2051,35.3416,3096,28,1,1458628825,1747012386,0
LTE,310,410,8852,41845513,0,-86.5932,36.5987,8364,27,1,1458628827,1786565521,0
LTE,310,410,8852,41852433,0,-86.7156,36.4214,928,50,1,1458628828,1785408241,0
LTE,310,410,8856,41755401,0,-86.8247,35.9084,8327,27,1,1458628831,1770126241,0
LTE,310,410,8856,41750537,0,-86.8087,35.8166,1778,50,1,1458628831,1746858490,0
LTE,310,410,8856,41800713,0,-86.868,35.7711,7910,28,1,1458628832,1770126844,0
LTE,310,410,8856,41743889,0,-86.871,35.9245,1208,15,1,1458628831,1753355346,0
LTE,310,410,8856,41800465,0,-87.0135,35.819,3868,40,1,1458628832,1746858488,0
LTE,310,410,8856,43036426,0,-86.5656,35.9679,3830,27,1,1458628833,1782921901,0
LTE,310,410,8856,41750538,0,-86.862,35.8222,4775,50,1,1458628831,1770126541,0
LTE,310,410,8856,41750536,0,-86.8322,35.8502,6858,27,1,1458628831,1770126421,0
LTE,310,410,8856,41800463,0,-86.9483,35.8228,7202,31,1,1458628832,1746858488,0
LTE,310,410,8856,41795855,0,-86.734,35.8136,7460,50,1,1458628832,1746858490,0
LTE,310,410,8856,41798671,0,-86.8342,35.9079,7036,50,1,1458628832,1753355347,0
LTE,310,410,8856,41800464,0,-86.9826,35.8159,1303,27,1,1458628832,1746858488,0
LTE,310,410,9093,42254353,0,-85.1695,35.3482,6068,37,1,1458628848,1782090844,0
LTE,310,410,9093,42254352,0,-85.1109,35.361,9895,15,1,1458628848,1782090909,0
LTE,310,410,9101,42248201,0,-85.2481,35.1126,1920,39,1,1458628854,1747005302,0
LTE,310,410,9101,42267914,0,-85.2324,35.0069,1514,50,1,1458628855,1787513522,0
LTE,310,410,9101,42270473,0,-85.3381,35.1747,6064,20,1,1458628855,1748327796,0
LTE,310,410,9101,42343176,0,-85.2736,35.0572,3936,27,1,1458628855,1747005303,0
LTE,310,410,9101,42360842,0,-85.2504,35.1264,4348,50,1,1458628856,1747001884,0
LTE,310,410,9101,42243082,0,-85.3104,35.0555,7275,50,1,1458628853,1748327792,0
LTE,310,410,9101,42245649,0,-85.3429,35.1852,1962,23,1,1458628853,1748327797,0
LTE,310,410,9101,42342922,0,-85.3284,35.0221,2201,39,1,1458628855,1787513506,0
LTE,310,410,9101,42346000,0,-85.2844,35.1589,8486,26,1,1458628855,1747012383,0
LTE,310,410,9101,42250248,0,-85.1317,35.0327,5552,26,1,1458628854,1767891901,0
LTE,310,410,9101,42357263,0,-85.2633,35.1631,2547,20,1,1458628856,1782090847,0
LTE,310,410,9101,42245393,0,-85.2631,35.0197,19529,50,1,1458628853,1773852421,0
LTE,310,410,9101,42243081,0,-85.3112,35.0441,5998,50,1,1458628853,1748327792,0
LTE,310,410,9101,42240776,0,-85.3515,35.1131,1394,29,1,1458628853,1748327795,0
LTE,310,410,9101,42248200,0,-85.2413,35.1266,909,46,1,1458628854,1747005302,0
LTE,310,410,9101,42256650,0,-85.3196,35.0711,2547,21,1,1458628854,1748327793,0
LTE,310,410,9101,42256649,0,-85.3147,35.0571,6363,50,1,1458628854,1748327792,0
LTE,310,410,9101,42342920,0,-85.316,35.0351,1349,42,1,1458628855,1787513506,0
LTE,310,410,9101,42357265,0,-85.2872,35.1522,7764,21,1,1458628856,1747012383,0
LTE,310,410,9108,42247688,0,-85.1162,35.0713,10697,27,1,1458628861,1787513527,0
LTE,310,410,9101,42247176,0,-85.3054,35.0256,8712,50,1,1458628854,1748327791,0
LTE,310,410,9101,42345999,0,-85.2724,35.1781,10883,47,1,1458628855,1747012383,0
LTE,310,410,9101,42342921,0,-85.3085,35.0283,904,27,1,1458628855,1787513506,0
LTE,310,410,9101,43011089,0,-85.3109,35.0549,1564,50,1,1458628856,1747012381,0
LTE,310,410,9108,42240266,0,-85.2012,35.2298,3876,50,1,1458628861,1782090846,0
LTE,310,410,9108,42241034,0,-85.0459,35.1206,9143,33,1,1458628861,1787513530,0
LTE,310,410,9101,42249482,0,-85.1527,35.0434,15214,29,1,1458628854,1787513525,0
LTE,310,410,9101,42247178,0,-85.3354,35.0233,1699,36,1,1458628854,1787513506,0
LTE,310,410,9101,42265361,0,-85.1604,35.0357,5996,50,1,1458628855,1776957061,0
LTE,310,410,9101,42267913,0,-85.2138,35.0016,1312,48,1,1458628855,1787513522,0
LTE,310,410,9101,42370057,0,-85.2679,35.0182,7342,27,1,1458628856,1787513507,0
LTE,310,410,9108,42240264,0,-85.1708,35.2456,6263,39,1,1458628861,1782090850,0
